challenge_kind,challenge_label,domain_accepted,domain_reason,nearest_training_distance,usable_prediction,deuteron_energy_mev,target_distance_cm,beam_fwhm_mm,radial_offset_mm,target_radius_mm,baseline_n2n_per_h_per_uA,raw_model_output_n2n_per_h_per_uA,log_prediction_std_n2n,baseline_ngamma_per_h_per_uA,raw_model_output_ngamma_per_h_per_uA,log_prediction_std_ngamma
explicit_out_of_range,outside_deuteron_energy_mev_low,False,outside:deuteron_energy_mev,0.8309714811594475,False,31.0,2.9403819397052966,1.222341332846165,6.281321723543776,3.707860916868404,9.795461931087092e-11,4.5814770514907597e-11,0.019310252983962117,7.715842976079977e-13,4.4751907976813675e-13,0.01547146937810384
explicit_out_of_range,outside_deuteron_energy_mev_low,False,outside:deuteron_energy_mev,1.4886158300953343,False,31.0,2.1865603091526564,14.211627394468305,0.17918983735856742,1.202095038517508,1.7713708492702012e-10,6.002608556661919e-11,0.024647882840371792,1.3953011528735004e-12,6.216390748206336e-13,0.0177518230227432
explicit_out_of_range,outside_deuteron_energy_mev_high,False,outside:deuteron_energy_mev,0.962770095852558,False,42.0,2.4815904546107332,7.121330468594021,1.8875862116494968,2.447097881563238,1.9414065553031848e-10,1.2723953431639774e-10,0.016531119100872887,1.4379892669670623e-12,1.0771155756655343e-12,0.013803740515879338
explicit_out_of_range,outside_deuteron_energy_mev_high,False,outside:deuteron_energy_mev,1.8487182975200123,False,42.0,1.5173711098338794,12.142304616226763,2.8377395363063114,4.938411367839995,5.192698290154228e-10,1.345382876831816e-10,0.026574347196875993,3.846203355728284e-12,1.4017875070619499e-12,0.018509703093807322
explicit_out_of_range,outside_deuteron_energy_mev_high,False,outside:deuteron_energy_mev,0.9125406898293198,False,42.0,2.620394516408082,4.196082109976421,0.8929835720437431,4.936928543128876,1.7411787081727532e-10,1.2206495290528172e-10,0.019897412446940328,1.2896815905893456e-12,1.0161967413921439e-12,0.015365769532730642
explicit_out_of_range,outside_deuteron_energy_mev_high,False,outside:deuteron_energy_mev,0.7653095245287248,False,42.0,2.232103875893019,8.689760313090149,4.355544992751794,0.9820314731663198,2.399650033102231e-10,1.1450046906608235e-10,0.01589831769837042,1.7774077164065625e-12,1.0507493193335365e-12,0.013346846127655855
explicit_out_of_range,outside_deuteron_energy_mev_high,False,outside:deuteron_energy_mev,0.8499459063843741,False,42.0,1.5597103567878519,13.505126387038105,5.695874361490562,1.3416890608640584,4.914607054658677e-10,1.0959384509913042e-10,0.015081483545722607,3.640222691457908e-12,1.1666648241967026e-12,0.01258137748678934
explicit_out_of_range,outside_deuteron_energy_mev_high,False,outside:deuteron_energy_mev,1.1777164097855846,False,42.0,1.8144238941269075,12.024288704129606,4.879382743976888,1.6174926980866493,3.6316099616449375e-10,1.1362489141263636e-10,0.01598492508232123,2.689913728987355e-12,1.1374603383466128e-12,0.01323558478309519
explicit_out_of_range,outside_deuteron_energy_mev_high,False,outside:deuteron_energy_mev,0.9432798733303632,False,42.0,2.814102609257233,13.019707399235415,0.7232503952489377,3.6275200244637484,1.5097215488196074e-10,7.754349881026695e-11,0.02015451530400683,1.1182425326530594e-12,6.974040674804365e-13,0.01571543736856918
explicit_out_of_range,outside_deuteron_energy_mev_high,False,outside:deuteron_energy_mev,1.2099124327176949,False,42.0,2.1280290873791516,1.5729077190210012,5.256608678838509,4.570068902230495,2.640107384493816e-10,1.1953178343311836e-10,0.020149884436117954,1.9555131675908595e-12,1.1254684015778393e-12,0.0155525012023897
